Departmant,Item,Tdate,TypeID,Qty,Cost,Rate
W/SALE,AM 10 MG TAB,01/02/2020,2,7,11.41,12.67
MSQ,Zoloft,16/01/2020,2,14,17.49,18.93
MABELLA1,Miralax,20/01/2020,2,26,19.21,20.87
MSQ,Amaryl,21/01/2020,2,15,20.07,21.69
MARS,Amaryl,12/02/2020,2,17,20.07,21.69
NOV 18TH,Panadol,22/01/2020,2,25,2.1,2.9
ALKHUWAIR,Zoloft,30/01/2020,2,7,17.49,18.93
HAIL,NyQuill,24/01/2020,2,8,15.51,16.88
MARS,Miralax,12/02/2020,2,10,19.21,20.87
W/SALE,Miralax,16/01/2020,2,28,19.21,20.87
SQGM,Emend,13/02/2020,2,8,3.42,4.2
MSQ,Magne B6,21/01/2020,2,15,18.35,19.8
HAIL,Visine,04/01/2020,2,5,6.63,7.56
NOV 18TH,Amaryl,03/01/2020,2,4,20.07,21.69
HAIL,BON CREAM 15G,07/01/2020,2,9,7.93,8.87
ALKHUWAIR,NyQuill,12/01/2020,2,23,15.51,16.88
W/SALE,Visine,01/02/2020,2,14,6.63,7.56
HAIL,A D  25GM. CREAM,26/01/2020,2,19,16.69,18.08
SHELL,AM 10 MG TAB,07/01/2020,2,4,11.41,12.67
SQGM,BON CREAM 15G,07/01/2020,2,20,7.93,8.87
W/SALE,Zoloft,16/02/2020,2,15,17.49,18.93
MSQ,Panadol,12/02/2020,2,24,2.1,2.9
MSQ,NyQuill,17/02/2020,2,19,15.51,16.88
ALKHUWAIR,BE PLUS 30G,16/01/2020,2,16,18.02,19.34
MSQ,Zoloft,03/02/2020,2,3,17.49,18.93
HAIL,Risperdal,18/01/2020,2,22,9.75,10.7
HAIL,Sebastian 20GM CREAM,25/01/2020,2,25,15.34,16.38
NOV 18TH,BE PLUS 30G,07/02/2020,2,7,18.02,19.34
NOV 18TH,Panadol,29/01/2020,2,1,2.1,2.9
HAIL,Lisinopril,05/02/2020,2,27,11.07,12.06
MARS,Panadol,09/02/2020,2,11,2.1,2.9
SQGM,Lisinopril,04/02/2020,2,22,11.07,12.06
W/SALE,Panadol,08/02/2020,2,7,2.1,2.9
ALKHUWAIR,A 5 MG TAB,26/01/2020,2,11,11.28,12.18
HAIL,A D  25GM. CREAM,05/02/2020,2,13,16.69,18.08
MABELLA1,BE PLUS 30G,16/02/2020,2,22,18.02,19.34
HAIL,Zovirax,03/02/2020,2,3,17.74,18.97
SHELL,Zovirax,24/01/2020,2,11,17.74,18.97
MARS,Emend,27/01/2020,2,21,3.42,4.2
SHELL,Amaryl,11/02/2020,2,19,20.07,21.69
W/SALE,AM 10 MG TAB,12/02/2020,2,21,11.41,12.67
SHELL,Visine,25/01/2020,2,22,6.63,7.56
W/SALE,Miralax,17/02/2020,2,8,19.21,20.87
SHELL,BON CREAM 15G,06/01/2020,2,21,7.93,8.87
NOV 18TH,Emend,15/02/2020,2,25,3.42,4.2
W/SALE,Miralax,21/01/2020,2,28,19.21,20.87
W/SALE,Visine,01/01/2020,2,3,6.63,7.56
SHELL,Panadol,01/01/2020,2,12,2.1,2.9
MARS,Panadol,30/01/2020,2,25,2.1,2.9
SQGM,Miralax,09/02/2020,2,18,19.21,20.87
SHELL,Zovirax,10/02/2020,2,25,17.74,18.97
SQGM,BE PLUS 30G,29/01/2020,2,29,18.02,19.34
MARS,NyQuill,29/01/2020,2,14,15.51,16.88
MSQ,AM 10 MG TAB,25/01/2020,2,6,11.41,12.67
W/SALE,Emend,12/02/2020,2,15,3.42,4.2
SQGM,Magne B6,25/01/2020,2,18,18.35,19.8
MABELLA1,Emend,12/02/2020,2,1,3.42,4.2
SQGM,A D  25GM. CREAM,22/01/2020,2,4,16.69,18.08
SHELL,BON CREAM 15G,13/01/2020,2,9,7.93,8.87
W/SALE,Advil,14/02/2020,2,8,4.97,5.82
MSQ,NyQuill,07/01/2020,2,22,15.51,16.88
MABELLA1,Zoloft,20/01/2020,2,23,17.49,18.93
HAIL,Advil,10/02/2020,2,16,4.97,5.82
NOV 18TH,Zovirax,29/01/2020,2,13,17.74,18.97
SHELL,NyQuill,24/01/2020,2,2,15.51,16.88
MARS,Miralax,03/01/2020,2,1,19.21,20.87
SQGM,BON CREAM 15G,10/02/2020,2,14,7.93,8.87
MABELLA1,NyQuill,27/01/2020,2,27,15.51,16.88
ALKHUWAIR,BE PLUS 30G,07/02/2020,2,3,18.02,19.34
MABELLA1,Miralax,11/01/2020,2,21,19.21,20.87
W/SALE,A D  25GM. CREAM,04/01/2020,2,3,16.69,18.08
MSQ,Zoloft,24/01/2020,2,28,17.49,18.93
ALKHUWAIR,NyQuill,02/02/2020,2,29,15.51,16.88
NOV 18TH,Zoloft,04/02/2020,2,17,17.49,18.93
HAIL,Lisinopril,21/01/2020,2,15,11.07,12.06
SQGM,AL CREAM 15GM,09/02/2020,2,6,9.13,10.26
SHELL,A D  25GM. CREAM,11/02/2020,2,2,16.69,18.08
MABELLA1,Sebastian 20GM CREAM,05/02/2020,2,13,15.34,16.38
SHELL,Zovirax,15/01/2020,2,22,17.74,18.97
W/SALE,Zoloft,05/02/2020,2,25,17.49,18.93
NOV 18TH,Advil,01/01/2020,2,10,4.97,5.82
MARS,Lisinopril,24/01/2020,2,3,11.07,12.06
MARS,Lisinopril,03/01/2020,2,24,11.07,12.06
SQGM,A D  25GM. CREAM,01/01/2020,2,22,16.69,18.08
SHELL,A 5 MG TAB,12/01/2020,2,9,11.28,12.18
SQGM,Advil,28/01/2020,2,4,4.97,5.82
MABELLA1,Risperdal,15/01/2020,2,20,9.75,10.7
SHELL,Zoloft,05/02/2020,2,23,17.49,18.93
HAIL,AM 10 MG TAB,02/02/2020,2,20,11.41,12.67
W/SALE,Risperdal,16/01/2020,2,18,9.75,10.7
NOV 18TH,BE PLUS 30G,24/01/2020,2,7,18.02,19.34
MSQ,Lisinopril,08/01/2020,2,3,11.07,12.06
W/SALE,Emend,06/01/2020,2,13,3.42,4.2
NOV 18TH,BE PLUS 30G,14/01/2020,2,7,18.02,19.34
SQGM,A 5 MG TAB,09/02/2020,2,14,11.28,12.18
SHELL,AL CREAM 15GM,04/01/2020,2,23,9.13,10.26
MSQ,Visine,06/02/2020,2,24,6.63,7.56
SHELL,A D  25GM. CREAM,08/02/2020,2,27,16.69,18.08
NOV 18TH,BON CREAM 15G,25/01/2020,2,6,7.93,8.87
HAIL,AL CREAM 15GM,16/02/2020,2,4,9.13,10.26
W/SALE,Advil,07/02/2020,2,19,4.97,5.82
SHELL,A 5 MG TAB,18/01/2020,2,18,11.28,12.18
MARS,BE PLUS 30G,13/02/2020,2,29,18.02,19.34
MSQ,Miralax,27/01/2020,2,19,19.21,20.87
ALKHUWAIR,Magne B6,31/01/2020,2,26,18.35,19.8
ALKHUWAIR,A D  25GM. CREAM,26/01/2020,2,24,16.69,18.08
ALKHUWAIR,A 5 MG TAB,12/01/2020,2,4,11.28,12.18
MARS,AM 10 MG TAB,13/02/2020,2,12,11.41,12.67
ALKHUWAIR,Emend,26/01/2020,2,23,3.42,4.2
SHELL,A D  25GM. CREAM,10/02/2020,2,16,16.69,18.08
W/SALE,Zovirax,28/01/2020,2,29,17.74,18.97
ALKHUWAIR,Zoloft,09/02/2020,2,22,17.49,18.93
NOV 18TH,AL CREAM 15GM,17/01/2020,2,25,9.13,10.26
ALKHUWAIR,Emend,05/01/2020,2,25,3.42,4.2
W/SALE,Magne B6,08/02/2020,2,21,18.35,19.8
SQGM,Zovirax,12/01/2020,2,29,17.74,18.97
MSQ,BE PLUS 30G,08/01/2020,2,12,18.02,19.34
SQGM,Advil,16/01/2020,2,27,4.97,5.82
NOV 18TH,BON CREAM 15G,16/02/2020,2,18,7.93,8.87
MABELLA1,Emend,04/02/2020,2,16,3.42,4.2
ALKHUWAIR,AL CREAM 15GM,14/01/2020,2,2,9.13,10.26
ALKHUWAIR,Lisinopril,08/02/2020,2,20,11.07,12.06
MARS,AM 10 MG TAB,12/01/2020,2,24,11.41,12.67
MSQ,BON CREAM 15G,22/01/2020,2,21,7.93,8.87
MARS,Miralax,03/01/2020,2,16,19.21,20.87
HAIL,Zoloft,12/02/2020,2,12,17.49,18.93
SHELL,AL CREAM 15GM,28/01/2020,2,23,9.13,10.26
SHELL,Magne B6,17/02/2020,2,19,18.35,19.8
MABELLA1,Lisinopril,22/01/2020,2,20,11.07,12.06
SQGM,A D  25GM. CREAM,23/01/2020,2,28,16.69,18.08
SHELL,BE PLUS 30G,10/02/2020,2,9,18.02,19.34
ALKHUWAIR,Zovirax,14/02/2020,2,24,17.74,18.97
MABELLA1,Sebastian 20GM CREAM,10/02/2020,2,11,15.34,16.38
MSQ,NyQuill,11/01/2020,2,5,15.51,16.88
SQGM,Emend,31/01/2020,2,28,3.42,4.2
MABELLA1,BON CREAM 15G,03/01/2020,2,29,7.93,8.87
W/SALE,Lisinopril,17/02/2020,2,17,11.07,12.06
NOV 18TH,Zovirax,02/02/2020,2,16,17.74,18.97
SQGM,Zovirax,18/01/2020,2,22,17.74,18.97
NOV 18TH,AL CREAM 15GM,17/02/2020,2,8,9.13,10.26
NOV 18TH,BON CREAM 15G,15/01/2020,2,6,7.93,8.87
MABELLA1,Lisinopril,03/02/2020,2,5,11.07,12.06
SQGM,Visine,20/01/2020,2,6,6.63,7.56
MARS,Zovirax,08/02/2020,2,27,17.74,18.97
HAIL,Risperdal,08/01/2020,2,7,9.75,10.7
MSQ,Advil,15/02/2020,2,12,4.97,5.82
SQGM,NyQuill,04/02/2020,2,10,15.51,16.88
NOV 18TH,Advil,14/01/2020,2,26,4.97,5.82
NOV 18TH,Risperdal,31/01/2020,2,18,9.75,10.7
MSQ,Amaryl,23/01/2020,2,16,20.07,21.69
ALKHUWAIR,Lisinopril,08/01/2020,2,10,11.07,12.06
ALKHUWAIR,Risperdal,14/02/2020,2,17,9.75,10.7
ALKHUWAIR,Magne B6,14/01/2020,2,20,18.35,19.8
W/SALE,Zoloft,02/02/2020,2,2,17.49,18.93
SHELL,Risperdal,10/02/2020,2,26,9.75,10.7
SHELL,Lisinopril,14/01/2020,2,4,11.07,12.06
MARS,BON CREAM 15G,16/01/2020,2,16,7.93,8.87
MARS,Zoloft,29/01/2020,2,10,17.49,18.93
NOV 18TH,A D  25GM. CREAM,04/01/2020,2,13,16.69,18.08
SHELL,Miralax,10/01/2020,2,18,19.21,20.87
MSQ,Advil,27/01/2020,2,1,4.97,5.82
HAIL,Lisinopril,03/01/2020,2,26,11.07,12.06
NOV 18TH,Lisinopril,14/01/2020,2,16,11.07,12.06
HAIL,Sebastian 20GM CREAM,15/01/2020,2,7,15.34,16.38
NOV 18TH,AL CREAM 15GM,31/01/2020,2,24,9.13,10.26
ALKHUWAIR,Risperdal,22/01/2020,2,20,9.75,10.7
HAIL,Magne B6,24/01/2020,2,18,18.35,19.8
ALKHUWAIR,NyQuill,15/02/2020,2,13,15.51,16.88
SHELL,AM 10 MG TAB,02/01/2020,2,2,11.41,12.67
SQGM,Zoloft,08/01/2020,2,10,17.49,18.93
NOV 18TH,Panadol,14/01/2020,2,26,2.1,2.9
NOV 18TH,Amaryl,13/01/2020,2,22,20.07,21.69
MSQ,Visine,22/01/2020,2,4,6.63,7.56
MSQ,AL CREAM 15GM,10/01/2020,2,2,9.13,10.26
SHELL,Zoloft,09/02/2020,2,3,17.49,18.93
MSQ,Sebastian 20GM CREAM,09/02/2020,2,22,15.34,16.38
ALKHUWAIR,NyQuill,03/01/2020,2,18,15.51,16.88
NOV 18TH,Miralax,22/01/2020,2,24,19.21,20.87
NOV 18TH,Sebastian 20GM CREAM,03/02/2020,2,23,15.34,16.38
MABELLA1,Miralax,23/01/2020,2,19,19.21,20.87
W/SALE,Advil,15/02/2020,2,10,4.97,5.82
HAIL,AL CREAM 15GM,13/02/2020,2,5,9.13,10.26
MARS,AL CREAM 15GM,10/01/2020,2,1,9.13,10.26
SQGM,Zoloft,03/01/2020,2,24,17.49,18.93
HAIL,AL CREAM 15GM,04/01/2020,2,7,9.13,10.26
MABELLA1,AM 10 MG TAB,28/01/2020,2,11,11.41,12.67
MSQ,Advil,20/01/2020,2,6,4.97,5.82
NOV 18TH,NyQuill,02/01/2020,1,8,15.51,16.88
ALKHUWAIR,Emend,07/02/2020,1,11,3.42,4.2
SQGM,BE PLUS 30G,10/01/2020,1,14,18.02,19.34
SQGM,BE PLUS 30G,04/01/2020,1,3,18.02,19.34
ALKHUWAIR,Magne B6,25/01/2020,1,29,18.35,19.8
SQGM,Sebastian 20GM CREAM,02/01/2020,1,27,15.34,16.38
MABELLA1,AM 10 MG TAB,13/02/2020,1,26,11.41,12.67
HAIL,Miralax,20/01/2020,1,25,19.21,20.87
NOV 18TH,Emend,16/01/2020,1,5,3.42,4.2
SHELL,BON CREAM 15G,29/01/2020,1,19,7.93,8.87
SHELL,Panadol,14/01/2020,1,21,2.1,2.9
ALKHUWAIR,Advil,24/01/2020,1,9,4.97,5.82
SHELL,Emend,08/01/2020,1,1,3.42,4.2
SQGM,BE PLUS 30G,04/02/2020,1,8,18.02,19.34
NOV 18TH,Zoloft,08/01/2020,1,29,17.49,18.93
SHELL,Amaryl,22/01/2020,1,10,20.07,21.69
MARS,AM 10 MG TAB,04/01/2020,1,12,11.41,12.67
SQGM,A D  25GM. CREAM,19/01/2020,1,14,16.69,18.08
NOV 18TH,AL CREAM 15GM,15/02/2020,1,6,9.13,10.26
NOV 18TH,Lisinopril,05/01/2020,1,6,11.07,12.06
MABELLA1,Zovirax,16/02/2020,1,4,17.74,18.97
SQGM,AM 10 MG TAB,24/01/2020,1,8,11.41,12.67
SHELL,A 5 MG TAB,05/01/2020,1,24,11.28,12.18
ALKHUWAIR,Risperdal,14/01/2020,1,28,9.75,10.7
SQGM,Visine,15/02/2020,1,16,6.63,7.56
MABELLA1,NyQuill,04/01/2020,1,10,15.51,16.88
SHELL,Magne B6,15/01/2020,1,27,18.35,19.8
NOV 18TH,Zoloft,16/02/2020,1,1,17.49,18.93
HAIL,Amaryl,07/01/2020,1,8,20.07,21.69
MSQ,NyQuill,24/01/2020,1,9,15.51,16.88
W/SALE,A D  25GM. CREAM,13/02/2020,1,4,16.69,18.08
NOV 18TH,Advil,11/02/2020,1,13,4.97,5.82
MABELLA1,Lisinopril,19/01/2020,1,19,11.07,12.06
SHELL,A D  25GM. CREAM,14/01/2020,1,9,16.69,18.08
NOV 18TH,A 5 MG TAB,21/01/2020,1,4,11.28,12.18
MARS,Advil,02/01/2020,1,4,4.97,5.82
NOV 18TH,Magne B6,03/01/2020,1,15,18.35,19.8
MABELLA1,Miralax,24/01/2020,1,2,19.21,20.87
SQGM,BON CREAM 15G,05/01/2020,1,5,7.93,8.87
MSQ,Miralax,30/01/2020,1,11,19.21,20.87
MARS,Zovirax,02/01/2020,1,18,17.74,18.97
SHELL,Risperdal,11/02/2020,1,16,9.75,10.7
ALKHUWAIR,NyQuill,15/02/2020,1,10,15.51,16.88
MSQ,Sebastian 20GM CREAM,12/02/2020,1,6,15.34,16.38
HAIL,Zovirax,03/02/2020,1,21,17.74,18.97
SQGM,Miralax,13/01/2020,1,13,19.21,20.87
HAIL,Amaryl,12/01/2020,1,14,20.07,21.69
HAIL,Miralax,01/02/2020,1,23,19.21,20.87
SHELL,AM 10 MG TAB,31/01/2020,1,29,11.41,12.67
W/SALE,Zoloft,17/01/2020,1,18,17.49,18.93
MABELLA1,Zovirax,04/01/2020,1,19,17.74,18.97
SHELL,BE PLUS 30G,22/01/2020,1,13,18.02,19.34
NOV 18TH,Lisinopril,10/02/2020,1,23,11.07,12.06
MABELLA1,A 5 MG TAB,12/01/2020,1,5,11.28,12.18
MABELLA1,Amaryl,15/02/2020,1,21,20.07,21.69
MARS,Lisinopril,09/02/2020,1,20,11.07,12.06
ALKHUWAIR,Panadol,26/01/2020,1,18,2.1,2.9
W/SALE,Panadol,17/01/2020,1,28,2.1,2.9
MABELLA1,A D  25GM. CREAM,07/01/2020,1,14,16.69,18.08
MSQ,Amaryl,26/01/2020,1,9,20.07,21.69
MABELLA1,A 5 MG TAB,16/02/2020,1,2,11.28,12.18
MARS,Amaryl,04/01/2020,1,26,20.07,21.69
HAIL,Magne B6,10/02/2020,1,27,18.35,19.8
MSQ,Lisinopril,03/02/2020,1,2,11.07,12.06
SQGM,Miralax,25/01/2020,1,29,19.21,20.87
W/SALE,A D  25GM. CREAM,13/01/2020,1,23,16.69,18.08
HAIL,BON CREAM 15G,14/02/2020,1,29,7.93,8.87
MABELLA1,Panadol,08/02/2020,1,25,2.1,2.9
ALKHUWAIR,BE PLUS 30G,08/02/2020,1,24,18.02,19.34
W/SALE,BE PLUS 30G,30/01/2020,1,14,18.02,19.34
SQGM,AM 10 MG TAB,07/02/2020,1,10,11.41,12.67
HAIL,Advil,09/02/2020,1,9,4.97,5.82
MABELLA1,Zovirax,10/02/2020,1,18,17.74,18.97
NOV 18TH,Sebastian 20GM CREAM,14/01/2020,1,23,15.34,16.38
SQGM,Zovirax,23/01/2020,1,27,17.74,18.97
SQGM,AM 10 MG TAB,15/02/2020,1,18,11.41,12.67
SHELL,Sebastian 20GM CREAM,07/01/2020,1,13,15.34,16.38
W/SALE,Visine,06/02/2020,1,17,6.63,7.56
HAIL,A 5 MG TAB,26/01/2020,1,10,11.28,12.18
SQGM,Lisinopril,26/01/2020,1,2,11.07,12.06
SQGM,Advil,02/01/2020,1,25,4.97,5.82
SQGM,NyQuill,03/01/2020,1,25,15.51,16.88
ALKHUWAIR,Zovirax,30/01/2020,1,8,17.74,18.97
ALKHUWAIR,A 5 MG TAB,27/01/2020,1,10,11.28,12.18
NOV 18TH,Sebastian 20GM CREAM,11/01/2020,1,26,15.34,16.38
MARS,Emend,07/02/2020,1,15,3.42,4.2
HAIL,Panadol,21/01/2020,1,6,2.1,2.9
SHELL,AM 10 MG TAB,12/02/2020,1,9,11.41,12.67
ALKHUWAIR,Zoloft,15/02/2020,1,3,17.49,18.93
W/SALE,Visine,13/01/2020,1,2,6.63,7.56
MSQ,Panadol,14/01/2020,1,10,2.1,2.9
MSQ,AL CREAM 15GM,11/01/2020,1,4,9.13,10.26
MABELLA1,A D  25GM. CREAM,19/01/2020,1,12,16.69,18.08
SHELL,AM 10 MG TAB,06/01/2020,1,23,11.41,12.67
NOV 18TH,AM 10 MG TAB,11/01/2020,1,9,11.41,12.67
MARS,AL CREAM 15GM,04/02/2020,1,28,9.13,10.26
MABELLA1,BE PLUS 30G,24/01/2020,1,3,18.02,19.34
W/SALE,Risperdal,16/01/2020,1,15,9.75,10.7
ALKHUWAIR,Panadol,26/01/2020,1,29,2.1,2.9
ALKHUWAIR,Risperdal,03/02/2020,1,11,9.75,10.7
HAIL,Zoloft,16/01/2020,1,4,17.49,18.93
HAIL,Visine,15/02/2020,1,9,6.63,7.56
HAIL,Zoloft,05/01/2020,1,7,17.49,18.93
ALKHUWAIR,Emend,22/01/2020,1,8,3.42,4.2
NOV 18TH,AL CREAM 15GM,23/01/2020,1,27,9.13,10.26
MSQ,Zoloft,30/01/2020,1,26,17.49,18.93
MSQ,AL CREAM 15GM,02/02/2020,1,1,9.13,10.26
MABELLA1,BON CREAM 15G,21/01/2020,1,23,7.93,8.87
MARS,Advil,04/02/2020,1,3,4.97,5.82
ALKHUWAIR,Advil,10/02/2020,1,10,4.97,5.82
MSQ,Advil,27/01/2020,1,27,4.97,5.82
MARS,A D  25GM. CREAM,31/01/2020,1,20,16.69,18.08
MSQ,AL CREAM 15GM,03/02/2020,1,13,9.13,10.26
SHELL,Miralax,15/01/2020,1,15,19.21,20.87
SQGM,BON CREAM 15G,22/01/2020,1,4,7.93,8.87
W/SALE,NyQuill,08/02/2020,1,28,15.51,16.88
MSQ,BON CREAM 15G,12/02/2020,1,23,7.93,8.87
MABELLA1,BE PLUS 30G,05/02/2020,1,27,18.02,19.34
MSQ,A 5 MG TAB,02/01/2020,1,29,11.28,12.18
W/SALE,Magne B6,14/02/2020,1,10,18.35,19.8
W/SALE,AM 10 MG TAB,02/01/2020,1,19,11.41,12.67
MARS,Visine,04/02/2020,1,3,6.63,7.56
HAIL,Amaryl,13/01/2020,1,18,20.07,21.69
MABELLA1,Panadol,11/02/2020,1,21,2.1,2.9
HAIL,Zovirax,15/01/2020,1,13,17.74,18.97
NOV 18TH,BE PLUS 30G,14/01/2020,1,24,18.02,19.34
W/SALE,Advil,16/01/2020,1,28,4.97,5.82
ALKHUWAIR,Visine,15/01/2020,1,10,6.63,7.56
HAIL,BON CREAM 15G,18/01/2020,1,14,7.93,8.87
MARS,Risperdal,05/02/2020,1,18,9.75,10.7
HAIL,NyQuill,15/02/2020,1,6,15.51,16.88
W/SALE,BON CREAM 15G,30/01/2020,1,1,7.93,8.87
HAIL,Magne B6,04/02/2020,1,16,18.35,19.8
SQGM,Panadol,17/02/2020,1,8,2.1,2.9
NOV 18TH,Emend,26/01/2020,1,2,3.42,4.2
NOV 18TH,Zovirax,12/01/2020,1,2,17.74,18.97
SQGM,AM 10 MG TAB,03/01/2020,1,8,11.41,12.67
MSQ,NyQuill,31/01/2020,1,1,15.51,16.88
HAIL,Risperdal,02/02/2020,1,28,9.75,10.7
MARS,Miralax,18/01/2020,1,3,19.21,20.87
W/SALE,Miralax,04/01/2020,1,25,19.21,20.87
HAIL,AL CREAM 15GM,09/02/2020,1,4,9.13,10.26
MABELLA1,Emend,05/02/2020,1,4,3.42,4.2
NOV 18TH,Magne B6,05/02/2020,1,2,18.35,19.8
MABELLA1,Miralax,27/01/2020,1,10,19.21,20.87
W/SALE,Panadol,23/01/2020,1,24,2.1,2.9
SQGM,Advil,14/01/2020,1,28,4.97,5.82
MARS,Risperdal,06/02/2020,1,23,9.75,10.7
ALKHUWAIR,Amaryl,18/01/2020,1,29,20.07,21.69
W/SALE,BE PLUS 30G,05/02/2020,1,10,18.02,19.34
NOV 18TH,Risperdal,11/01/2020,1,12,9.75,10.7
MABELLA1,Risperdal,02/01/2020,1,20,9.75,10.7
NOV 18TH,Panadol,16/02/2020,1,26,2.1,2.9
MABELLA1,Zovirax,09/02/2020,1,29,17.74,18.97
SHELL,Zoloft,05/02/2020,1,4,17.49,18.93
MARS,AM 10 MG TAB,28/01/2020,1,16,11.41,12.67
W/SALE,NyQuill,01/01/2020,1,29,15.51,16.88
NOV 18TH,Miralax,31/01/2020,1,13,19.21,20.87
HAIL,Zovirax,06/01/2020,1,6,17.74,18.97
MSQ,Magne B6,22/01/2020,1,22,18.35,19.8
ALKHUWAIR,Visine,02/01/2020,1,18,6.63,7.56
SHELL,Risperdal,31/01/2020,1,19,9.75,10.7
MABELLA1,Emend,20/01/2020,1,6,3.42,4.2
SHELL,Risperdal,06/01/2020,1,10,9.75,10.7
SQGM,A 5 MG TAB,06/02/2020,1,27,11.28,12.18
MARS,Zoloft,11/01/2020,1,1,17.49,18.93
SHELL,Visine,07/01/2020,1,25,6.63,7.56
MSQ,NyQuill,14/01/2020,1,27,15.51,16.88
NOV 18TH,Magne B6,25/01/2020,1,1,18.35,19.8
SHELL,NyQuill,03/02/2020,1,28,15.51,16.88
SQGM,A 5 MG TAB,24/01/2020,1,23,11.28,12.18
MABELLA1,AM 10 MG TAB,08/02/2020,1,21,11.41,12.67
NOV 18TH,Risperdal,25/01/2020,1,1,9.75,10.7
SQGM,Lisinopril,13/02/2020,1,17,11.07,12.06
ALKHUWAIR,A 5 MG TAB,15/02/2020,1,18,11.28,12.18
MABELLA1,Sebastian 20GM CREAM,18/01/2020,1,16,15.34,16.38
NOV 18TH,Zovirax,18/01/2020,1,18,17.74,18.97
NOV 18TH,Emend,09/01/2020,1,13,3.42,4.2
W/SALE,A D  25GM. CREAM,17/01/2020,1,21,16.69,18.08
SHELL,Zoloft,15/01/2020,1,11,17.49,18.93
MABELLA1,AL CREAM 15GM,29/01/2020,1,14,9.13,10.26
MSQ,Risperdal,07/01/2020,1,2,9.75,10.7
SQGM,BE PLUS 30G,05/02/2020,1,15,18.02,19.34
ALKHUWAIR,BON CREAM 15G,06/01/2020,1,13,7.93,8.87
SHELL,A D  25GM. CREAM,31/01/2020,1,27,16.69,18.08
SQGM,Zoloft,05/01/2020,1,3,17.49,18.93
SHELL,A D  25GM. CREAM,12/02/2020,1,18,16.69,18.08
MABELLA1,Emend,15/02/2020,1,17,3.42,4.2
SQGM,Miralax,05/02/2020,1,3,19.21,20.87
SHELL,Risperdal,31/01/2020,1,14,9.75,10.7
SQGM,BE PLUS 30G,29/01/2020,1,10,18.02,19.34
NOV 18TH,Zoloft,06/01/2020,1,1,17.49,18.93
ALKHUWAIR,Zoloft,29/01/2020,1,27,17.49,18.93
MABELLA1,Zovirax,29/01/2020,1,5,17.74,18.97
ALKHUWAIR,Panadol,11/02/2020,1,3,2.1,2.9
NOV 18TH,BE PLUS 30G,07/01/2020,1,17,18.02,19.34
HAIL,Miralax,06/02/2020,1,14,19.21,20.87
MSQ,AM 10 MG TAB,31/01/2020,1,18,11.41,12.67
W/SALE,Panadol,28/01/2020,1,18,2.1,2.9
MSQ,Miralax,11/01/2020,1,21,19.21,20.87
W/SALE,Sebastian 20GM CREAM,02/02/2020,1,21,15.34,16.38
SHELL,Sebastian 20GM CREAM,01/02/2020,1,14,15.34,16.38
W/SALE,Lisinopril,27/01/2020,1,5,11.07,12.06
MSQ,AM 10 MG TAB,14/01/2020,1,9,11.41,12.67
MABELLA1,Panadol,15/01/2020,1,26,2.1,2.9
MABELLA1,A 5 MG TAB,14/02/2020,1,1,11.28,12.18
MABELLA1,NyQuill,02/02/2020,1,28,15.51,16.88
NOV 18TH,Magne B6,17/01/2020,1,19,18.35,19.8
MARS,Lisinopril,09/01/2020,1,23,11.07,12.06
NOV 18TH,Magne B6,15/01/2020,1,14,18.35,19.8
SHELL,Zoloft,22/01/2020,1,16,17.49,18.93
HAIL,Miralax,05/02/2020,1,4,19.21,20.87
MSQ,A 5 MG TAB,12/02/2020,1,13,11.28,12.18
ALKHUWAIR,A D  25GM. CREAM,08/01/2020,1,13,16.69,18.08
MARS,NyQuill,25/01/2020,1,7,15.51,16.88
HAIL,Sebastian 20GM CREAM,05/02/2020,1,22,15.34,16.38
MARS,Emend,26/01/2020,1,22,3.42,4.2
MABELLA1,Sebastian 20GM CREAM,21/01/2020,1,7,15.34,16.38
MARS,Risperdal,26/01/2020,1,20,9.75,10.7
SQGM,NyQuill,17/02/2020,1,4,15.51,16.88
SQGM,BON CREAM 15G,08/01/2020,1,29,7.93,8.87
HAIL,Zoloft,13/01/2020,1,21,17.49,18.93
NOV 18TH,A D  25GM. CREAM,06/02/2020,1,4,16.69,18.08
W/SALE,Emend,22/01/2020,1,25,3.42,4.2
MARS,A 5 MG TAB,21/01/2020,1,16,11.28,12.18
HAIL,A D  25GM. CREAM,26/01/2020,1,28,16.69,18.08
MABELLA1,Advil,22/01/2020,1,12,4.97,5.82
MABELLA1,A D  25GM. CREAM,10/01/2020,1,22,16.69,18.08
W/SALE,Visine,15/02/2020,1,10,6.63,7.56
NOV 18TH,Advil,02/02/2020,1,15,4.97,5.82
SHELL,Amaryl,16/01/2020,1,1,20.07,21.69
ALKHUWAIR,Zoloft,07/02/2020,1,11,17.49,18.93
SQGM,A D  25GM. CREAM,17/02/2020,1,1,16.69,18.08
MARS,Magne B6,08/01/2020,1,13,18.35,19.8
HAIL,AL CREAM 15GM,28/01/2020,1,8,9.13,10.26
NOV 18TH,AL CREAM 15GM,03/02/2020,1,18,9.13,10.26
MSQ,Magne B6,16/02/2020,1,24,18.35,19.8
MARS,AM 10 MG TAB,31/01/2020,1,10,11.41,12.67
HAIL,Advil,11/01/2020,1,23,4.97,5.82
NOV 18TH,AL CREAM 15GM,09/01/2020,1,4,9.13,10.26
MABELLA1,Zovirax,12/01/2020,1,14,17.74,18.97
