Departmant,Item,Tdate,TypeID,Qty,Cost,Rate,DeptID,ItemID
MARS,Panadol,01/02/2020,1,5,0.21,0.29,8,13
MARS,BE PLUS 30G,17/01/2020,1,26,1.802,1.934,8,14
NOV 18TH,Amaryl,13/01/2020,1,6,2.007,2.169,2,17
SHELL,Sebastian 20GM CREAM,31/01/2020,1,19,1.534,1.638,4,7
MSQ,Visine,13/02/2020,1,21,0.663,0.756,7,5
W/SALE,BON CREAM 15G,28/01/2020,1,19,0.793,0.887,9,19
MABELLA1,BE PLUS 30G,03/02/2020,1,19,1.802,1.934,1,14
MSQ,BE PLUS 30G,06/02/2020,1,20,1.802,1.934,7,14
MARS,Miralax,17/02/2020,1,9,1.921,2.087,8,4
MABELLA1,Panadol,27/01/2020,1,26,0.21,0.29,1,13
W/SALE,Panadol,08/02/2020,1,12,0.21,0.29,9,13
SHELL,AM 10 MG TAB,31/01/2020,1,27,1.141,1.267,4,2
ALKHUWAIR,Visine,23/01/2020,1,1,0.663,0.756,6,5
SHELL,BE PLUS 30G,08/02/2020,1,12,1.802,1.934,4,14
MARS,A 5 MG TAB,13/02/2020,1,11,1.128,1.218,8,1
NOV 18TH,Miralax,30/01/2020,1,21,1.921,2.087,2,4
W/SALE,Advil,01/01/2020,1,20,0.497,0.582,9,6
MSQ,Magne B6,01/01/2020,1,15,1.835,1.98,7,16
MABELLA1,Visine,08/01/2020,1,9,0.663,0.756,1,5
ALKHUWAIR,Zoloft,31/01/2020,1,6,1.749,1.893,6,12
SQGM,Amaryl,12/02/2020,1,4,2.007,2.169,5,17
MARS,Zovirax,12/02/2020,1,13,1.774,1.897,8,15
MARS,Magne B6,08/02/2020,1,27,1.835,1.98,8,16
ALKHUWAIR,Emend,14/01/2020,1,23,0.342,0.42,6,9
MARS,Miralax,10/02/2020,1,18,1.921,2.087,8,4
SQGM,Amaryl,12/01/2020,1,23,2.007,2.169,5,17
HAIL,Risperdal,08/01/2020,1,13,0.975,1.07,3,18
SQGM,Amaryl,16/02/2020,1,29,2.007,2.169,5,17
MARS,Magne B6,16/02/2020,1,6,1.835,1.98,8,16
MARS,Zoloft,12/02/2020,1,25,1.749,1.893,8,12
MABELLA1,Zovirax,21/01/2020,1,5,1.774,1.897,1,15
MSQ,Zovirax,07/02/2020,1,19,1.774,1.897,7,15
MSQ,Zovirax,20/01/2020,1,17,1.774,1.897,7,15
SQGM,Advil,05/02/2020,1,28,0.497,0.582,5,6
MARS,BON CREAM 15G,08/01/2020,1,12,0.793,0.887,8,19
SHELL,Amaryl,30/01/2020,1,29,2.007,2.169,4,17
HAIL,Zoloft,20/01/2020,1,6,1.749,1.893,3,12
MSQ,Miralax,10/01/2020,1,25,1.921,2.087,7,4
MARS,AL CREAM 15GM,06/01/2020,1,6,0.913,1.026,8,3
NOV 18TH,Risperdal,05/02/2020,1,3,0.975,1.07,2,18
W/SALE,Zoloft,20/01/2020,1,6,1.749,1.893,9,12
SHELL,A 5 MG TAB,14/02/2020,1,15,1.128,1.218,4,1
HAIL,Amaryl,12/01/2020,1,10,2.007,2.169,3,17
SQGM,Visine,25/01/2020,1,26,0.663,0.756,5,5
MARS,BE PLUS 30G,04/02/2020,1,5,1.802,1.934,8,14
MABELLA1,Risperdal,30/01/2020,1,11,0.975,1.07,1,18
SQGM,Panadol,25/01/2020,1,7,0.21,0.29,5,13
SHELL,BON CREAM 15G,15/02/2020,1,19,0.793,0.887,4,19
SHELL,Zoloft,13/01/2020,1,5,1.749,1.893,4,12
NOV 18TH,Sebastian 20GM CREAM,09/01/2020,1,12,1.534,1.638,2,7
NOV 18TH,AL CREAM 15GM,08/02/2020,1,2,0.913,1.026,2,3
MARS,Zovirax,09/02/2020,1,5,1.774,1.897,8,15
NOV 18TH,BON CREAM 15G,16/02/2020,1,20,0.793,0.887,2,19
W/SALE,A D  25GM. CREAM,25/01/2020,1,22,1.669,1.808,9,8
SHELL,Visine,26/01/2020,1,1,0.663,0.756,4,5
HAIL,Visine,04/02/2020,1,11,0.663,0.756,3,5
HAIL,Risperdal,23/01/2020,1,3,0.975,1.07,3,18
ALKHUWAIR,NyQuill,17/02/2020,1,26,1.551,1.688,6,10
SQGM,Amaryl,25/01/2020,1,12,2.007,2.169,5,17
SHELL,BON CREAM 15G,24/01/2020,1,22,0.793,0.887,4,19
SHELL,AL CREAM 15GM,25/01/2020,1,27,0.913,1.026,4,3
MARS,Panadol,17/02/2020,1,8,0.21,0.29,8,13
MARS,AM 10 MG TAB,28/01/2020,1,29,1.141,1.267,8,2
W/SALE,Zovirax,11/02/2020,1,25,1.774,1.897,9,15
ALKHUWAIR,Risperdal,14/01/2020,1,1,0.975,1.07,6,18
MABELLA1,Panadol,16/02/2020,1,21,0.21,0.29,1,13
HAIL,BE PLUS 30G,04/01/2020,1,28,1.802,1.934,3,14
MABELLA1,Amaryl,09/01/2020,1,20,2.007,2.169,1,17
MARS,BE PLUS 30G,10/01/2020,1,12,1.802,1.934,8,14
SHELL,NyQuill,06/02/2020,1,24,1.551,1.688,4,10
SHELL,Panadol,04/02/2020,1,6,0.21,0.29,4,13
SQGM,AM 10 MG TAB,07/01/2020,1,23,1.141,1.267,5,2
MARS,Lisinopril,25/01/2020,1,29,1.107,1.206,8,11
W/SALE,Risperdal,08/01/2020,1,2,0.975,1.07,9,18
MARS,Zoloft,08/01/2020,1,11,1.749,1.893,8,12
HAIL,BE PLUS 30G,03/01/2020,1,17,1.802,1.934,3,14
NOV 18TH,AL CREAM 15GM,13/01/2020,1,4,0.913,1.026,2,3
MSQ,BE PLUS 30G,18/01/2020,1,8,1.802,1.934,7,14
W/SALE,BON CREAM 15G,29/01/2020,1,19,0.793,0.887,9,19
MABELLA1,Zoloft,02/02/2020,1,28,1.749,1.893,1,12
MABELLA1,Panadol,17/01/2020,1,13,0.21,0.29,1,13
MABELLA1,Visine,23/01/2020,1,24,0.663,0.756,1,5
NOV 18TH,Lisinopril,05/02/2020,1,5,1.107,1.206,2,11
ALKHUWAIR,AM 10 MG TAB,13/02/2020,1,5,1.141,1.267,6,2
SHELL,BE PLUS 30G,22/01/2020,1,21,1.802,1.934,4,14
SQGM,BE PLUS 30G,17/02/2020,1,14,1.802,1.934,5,14
SQGM,Lisinopril,03/02/2020,1,19,1.107,1.206,5,11
MARS,AM 10 MG TAB,07/02/2020,1,14,1.141,1.267,8,2
MSQ,BON CREAM 15G,17/02/2020,1,3,0.793,0.887,7,19
W/SALE,Miralax,11/02/2020,1,19,1.921,2.087,9,4
SQGM,Zovirax,05/01/2020,1,5,1.774,1.897,5,15
W/SALE,Risperdal,01/01/2020,1,24,0.975,1.07,9,18
MSQ,AL CREAM 15GM,02/01/2020,1,18,0.913,1.026,7,3
ALKHUWAIR,Risperdal,03/02/2020,1,6,0.975,1.07,6,18
MSQ,BON CREAM 15G,04/02/2020,1,25,0.793,0.887,7,19
MARS,AM 10 MG TAB,26/01/2020,1,25,1.141,1.267,8,2
W/SALE,A 5 MG TAB,09/02/2020,1,11,1.128,1.218,9,1
SHELL,BON CREAM 15G,10/01/2020,1,22,0.793,0.887,4,19
MABELLA1,A D  25GM. CREAM,26/01/2020,1,20,1.669,1.808,1,8
MARS,Visine,01/01/2020,1,5,0.663,0.756,8,5
NOV 18TH,Zoloft,19/01/2020,1,18,1.749,1.893,2,12
SQGM,Visine,14/02/2020,1,18,0.663,0.756,5,5
MSQ,Panadol,12/02/2020,1,1,0.21,0.29,7,13
NOV 18TH,Sebastian 20GM CREAM,10/01/2020,1,27,1.534,1.638,2,7
HAIL,BE PLUS 30G,01/01/2020,1,29,1.802,1.934,3,14
MSQ,Sebastian 20GM CREAM,31/01/2020,1,14,1.534,1.638,7,7
MABELLA1,Risperdal,16/01/2020,1,7,0.975,1.07,1,18
ALKHUWAIR,Amaryl,11/01/2020,1,15,2.007,2.169,6,17
ALKHUWAIR,Lisinopril,04/01/2020,1,13,1.107,1.206,6,11
MARS,AM 10 MG TAB,11/01/2020,1,11,1.141,1.267,8,2
HAIL,AM 10 MG TAB,13/01/2020,1,15,1.141,1.267,3,2
SQGM,Emend,07/01/2020,1,28,0.342,0.42,5,9
NOV 18TH,A D  25GM. CREAM,04/02/2020,1,20,1.669,1.808,2,8
MSQ,AL CREAM 15GM,07/01/2020,1,14,0.913,1.026,7,3
MARS,NyQuill,27/01/2020,1,23,1.551,1.688,8,10
MARS,Zoloft,30/01/2020,1,20,1.749,1.893,8,12
SHELL,Panadol,02/01/2020,1,10,0.21,0.29,4,13
SHELL,BON CREAM 15G,07/02/2020,2,16,0.793,0.887,4,19
NOV 18TH,AM 10 MG TAB,17/02/2020,2,11,1.141,1.267,2,2
ALKHUWAIR,Advil,09/01/2020,2,9,0.497,0.582,6,6
NOV 18TH,Sebastian 20GM CREAM,14/01/2020,2,27,1.534,1.638,2,7
NOV 18TH,A D  25GM. CREAM,16/01/2020,2,21,1.669,1.808,2,8
W/SALE,BE PLUS 30G,05/02/2020,2,15,1.802,1.934,9,14
SQGM,BON CREAM 15G,02/02/2020,2,6,0.793,0.887,5,19
MABELLA1,Risperdal,27/01/2020,2,27,0.975,1.07,1,18
NOV 18TH,Lisinopril,13/02/2020,2,13,1.107,1.206,2,11
MSQ,BON CREAM 15G,29/01/2020,2,5,0.793,0.887,7,19
NOV 18TH,Visine,17/01/2020,2,1,0.663,0.756,2,5
NOV 18TH,Emend,07/02/2020,2,14,0.342,0.42,2,9
MABELLA1,Risperdal,11/02/2020,2,12,0.975,1.07,1,18
W/SALE,Visine,03/01/2020,2,2,0.663,0.756,9,5
MABELLA1,BON CREAM 15G,08/01/2020,2,6,0.793,0.887,1,19
SHELL,Emend,08/01/2020,2,14,0.342,0.42,4,9
NOV 18TH,A D  25GM. CREAM,14/02/2020,2,12,1.669,1.808,2,8
SHELL,Miralax,04/01/2020,2,9,1.921,2.087,4,4
MSQ,Panadol,17/02/2020,2,12,0.21,0.29,7,13
ALKHUWAIR,Sebastian 20GM CREAM,04/01/2020,2,23,1.534,1.638,6,7
MABELLA1,Zoloft,18/01/2020,2,15,1.749,1.893,1,12
W/SALE,NyQuill,05/01/2020,2,27,1.551,1.688,9,10
SQGM,AM 10 MG TAB,09/01/2020,2,22,1.141,1.267,5,2
MARS,BE PLUS 30G,14/02/2020,2,1,1.802,1.934,8,14
SQGM,Risperdal,15/02/2020,2,29,0.975,1.07,5,18
MARS,AL CREAM 15GM,27/01/2020,2,26,0.913,1.026,8,3
SHELL,Magne B6,29/01/2020,2,28,1.835,1.98,4,16
MABELLA1,BE PLUS 30G,17/02/2020,2,26,1.802,1.934,1,14
MARS,Magne B6,09/01/2020,2,13,1.835,1.98,8,16
MABELLA1,A 5 MG TAB,23/01/2020,2,21,1.128,1.218,1,1
NOV 18TH,Lisinopril,01/02/2020,2,6,1.107,1.206,2,11
MSQ,Visine,19/01/2020,2,12,0.663,0.756,7,5
MSQ,Lisinopril,10/01/2020,2,19,1.107,1.206,7,11
MARS,Zovirax,24/01/2020,2,28,1.774,1.897,8,15
SQGM,BE PLUS 30G,05/01/2020,2,15,1.802,1.934,5,14
SHELL,AM 10 MG TAB,05/01/2020,2,14,1.141,1.267,4,2
SHELL,Miralax,18/01/2020,2,9,1.921,2.087,4,4
HAIL,Advil,03/02/2020,2,10,0.497,0.582,3,6
W/SALE,Advil,12/02/2020,2,21,0.497,0.582,9,6
MARS,A D  25GM. CREAM,14/02/2020,2,11,1.669,1.808,8,8
W/SALE,Visine,10/02/2020,2,7,0.663,0.756,9,5
MARS,Zovirax,13/02/2020,2,6,1.774,1.897,8,15
HAIL,Risperdal,06/01/2020,2,2,0.975,1.07,3,18
MSQ,Magne B6,08/01/2020,2,1,1.835,1.98,7,16
SQGM,A D  25GM. CREAM,03/02/2020,2,28,1.669,1.808,5,8
ALKHUWAIR,BE PLUS 30G,04/01/2020,2,26,1.802,1.934,6,14
W/SALE,Risperdal,13/01/2020,2,26,0.975,1.07,9,18
SQGM,AL CREAM 15GM,18/01/2020,2,17,0.913,1.026,5,3
W/SALE,Visine,09/02/2020,2,10,0.663,0.756,9,5
NOV 18TH,Lisinopril,15/01/2020,2,8,1.107,1.206,2,11
NOV 18TH,Risperdal,16/02/2020,2,3,0.975,1.07,2,18
SQGM,Miralax,16/02/2020,2,1,1.921,2.087,5,4
MARS,Risperdal,16/01/2020,2,6,0.975,1.07,8,18
NOV 18TH,Miralax,06/02/2020,2,24,1.921,2.087,2,4
NOV 18TH,NyQuill,03/02/2020,2,26,1.551,1.688,2,10
ALKHUWAIR,Amaryl,03/01/2020,2,1,2.007,2.169,6,17
SHELL,Emend,24/01/2020,2,18,0.342,0.42,4,9
ALKHUWAIR,Visine,01/01/2020,2,2,0.663,0.756,6,5
MSQ,Visine,07/02/2020,2,14,0.663,0.756,7,5
W/SALE,AM 10 MG TAB,04/01/2020,2,7,1.141,1.267,9,2
SQGM,Visine,09/02/2020,2,11,0.663,0.756,5,5
MSQ,Zovirax,28/01/2020,2,23,1.774,1.897,7,15
NOV 18TH,Risperdal,03/02/2020,2,27,0.975,1.07,2,18
SHELL,A D  25GM. CREAM,16/02/2020,2,13,1.669,1.808,4,8
SQGM,A 5 MG TAB,29/01/2020,2,10,1.128,1.218,5,1
W/SALE,Lisinopril,15/02/2020,2,22,1.107,1.206,9,11
W/SALE,Zoloft,06/02/2020,2,8,1.749,1.893,9,12
SQGM,BE PLUS 30G,01/02/2020,2,28,1.802,1.934,5,14
MSQ,Magne B6,11/02/2020,2,29,1.835,1.98,7,16
ALKHUWAIR,Advil,25/01/2020,2,25,0.497,0.582,6,6
MSQ,BE PLUS 30G,03/01/2020,2,13,1.802,1.934,7,14
ALKHUWAIR,AL CREAM 15GM,22/01/2020,2,9,0.913,1.026,6,3
ALKHUWAIR,Sebastian 20GM CREAM,31/01/2020,2,9,1.534,1.638,6,7
ALKHUWAIR,NyQuill,06/01/2020,2,16,1.551,1.688,6,10
MABELLA1,Miralax,20/01/2020,2,20,1.921,2.087,1,4
ALKHUWAIR,NyQuill,02/01/2020,2,27,1.551,1.688,6,10
HAIL,BE PLUS 30G,21/01/2020,2,16,1.802,1.934,3,14
MARS,Magne B6,17/01/2020,2,24,1.835,1.98,8,16
SHELL,Lisinopril,09/01/2020,2,26,1.107,1.206,4,11
MABELLA1,Emend,07/01/2020,2,17,0.342,0.42,1,9
NOV 18TH,Zovirax,01/02/2020,2,5,1.774,1.897,2,15
NOV 18TH,BON CREAM 15G,05/02/2020,2,4,0.793,0.887,2,19
MABELLA1,NyQuill,14/01/2020,2,9,1.551,1.688,1,10
MABELLA1,NyQuill,16/02/2020,2,4,1.551,1.688,1,10
NOV 18TH,A D  25GM. CREAM,28/01/2020,2,14,1.669,1.808,2,8
NOV 18TH,Sebastian 20GM CREAM,13/02/2020,2,4,1.534,1.638,2,7
W/SALE,BE PLUS 30G,09/02/2020,2,2,1.802,1.934,9,14
NOV 18TH,Amaryl,21/01/2020,2,12,2.007,2.169,2,17
SQGM,A D  25GM. CREAM,14/01/2020,2,13,1.669,1.808,5,8
MSQ,Emend,17/02/2020,2,9,0.342,0.42,7,9
NOV 18TH,Magne B6,11/02/2020,2,29,1.835,1.98,2,16
HAIL,Emend,29/01/2020,2,11,0.342,0.42,3,9
MARS,Risperdal,01/02/2020,2,21,0.975,1.07,8,18
SQGM,BON CREAM 15G,09/02/2020,2,29,0.793,0.887,5,19
SQGM,Emend,19/01/2020,2,28,0.342,0.42,5,9
SQGM,A D  25GM. CREAM,29/01/2020,2,3,1.669,1.808,5,8
W/SALE,NyQuill,02/02/2020,2,3,1.551,1.688,9,10
MARS,BON CREAM 15G,12/02/2020,2,24,0.793,0.887,8,19
SHELL,Lisinopril,01/02/2020,2,7,1.107,1.206,4,11
ALKHUWAIR,AL CREAM 15GM,11/02/2020,2,29,0.913,1.026,6,3
SHELL,Amaryl,07/01/2020,2,12,2.007,2.169,4,17
NOV 18TH,BE PLUS 30G,24/01/2020,2,24,1.802,1.934,2,14
NOV 18TH,A 5 MG TAB,15/01/2020,2,13,1.128,1.218,2,1
MABELLA1,NyQuill,14/02/2020,2,14,1.551,1.688,1,10
ALKHUWAIR,Risperdal,04/01/2020,2,14,0.975,1.07,6,18
SHELL,Panadol,01/01/2020,2,27,0.21,0.29,4,13
SHELL,Risperdal,05/02/2020,2,4,0.975,1.07,4,18
SQGM,Visine,25/01/2020,2,9,0.663,0.756,5,5
SHELL,Miralax,14/02/2020,2,23,1.921,2.087,4,4
NOV 18TH,BON CREAM 15G,22/01/2020,2,19,0.793,0.887,2,19
SQGM,Visine,12/02/2020,2,4,0.663,0.756,5,5
HAIL,Emend,29/01/2020,2,16,0.342,0.42,3,9
W/SALE,Zovirax,14/01/2020,2,18,1.774,1.897,9,15
W/SALE,Amaryl,04/02/2020,2,20,2.007,2.169,9,17
NOV 18TH,Sebastian 20GM CREAM,23/01/2020,2,6,1.534,1.638,2,7
HAIL,Lisinopril,09/01/2020,2,8,1.107,1.206,3,11
MABELLA1,Zovirax,12/02/2020,2,20,1.774,1.897,1,15
W/SALE,A D  25GM. CREAM,11/02/2020,2,2,1.669,1.808,9,8
MARS,Lisinopril,05/01/2020,2,21,1.107,1.206,8,11
SQGM,Magne B6,11/01/2020,2,17,1.835,1.98,5,16
HAIL,Magne B6,12/01/2020,2,23,1.835,1.98,3,16
ALKHUWAIR,Visine,30/01/2020,2,9,0.663,0.756,6,5
MABELLA1,Amaryl,22/01/2020,2,20,2.007,2.169,1,17
SHELL,A D  25GM. CREAM,04/02/2020,2,8,1.669,1.808,4,8
MARS,Visine,17/01/2020,2,23,0.663,0.756,8,5
SHELL,Amaryl,19/01/2020,2,19,2.007,2.169,4,17
W/SALE,Emend,05/01/2020,2,21,0.342,0.42,9,9
MABELLA1,Emend,30/01/2020,2,16,0.342,0.42,1,9
SQGM,AM 10 MG TAB,25/01/2020,2,9,1.141,1.267,5,2
MSQ,Zovirax,06/02/2020,2,6,1.774,1.897,7,15
MSQ,AM 10 MG TAB,13/01/2020,2,5,1.141,1.267,7,2
W/SALE,Risperdal,04/01/2020,2,2,0.975,1.07,9,18
MARS,BON CREAM 15G,01/01/2020,2,11,0.793,0.887,8,19
ALKHUWAIR,Advil,06/02/2020,2,18,0.497,0.582,6,6
SQGM,A D  25GM. CREAM,12/02/2020,2,6,1.669,1.808,5,8
W/SALE,A D  25GM. CREAM,07/02/2020,2,13,1.669,1.808,9,8
SHELL,Magne B6,27/01/2020,2,23,1.835,1.98,4,16
SHELL,AM 10 MG TAB,08/02/2020,2,19,1.141,1.267,4,2
MARS,BON CREAM 15G,04/01/2020,2,10,0.793,0.887,8,19
ALKHUWAIR,Advil,13/02/2020,2,9,0.497,0.582,6,6
W/SALE,AL CREAM 15GM,01/01/2020,2,27,0.913,1.026,9,3
HAIL,Amaryl,10/01/2020,2,3,2.007,2.169,3,17
HAIL,Advil,28/01/2020,2,22,0.497,0.582,3,6
HAIL,Magne B6,16/01/2020,2,6,1.835,1.98,3,16
MARS,Amaryl,11/02/2020,2,3,2.007,2.169,8,17
SHELL,A D  25GM. CREAM,04/02/2020,2,12,1.669,1.808,4,8
W/SALE,AM 10 MG TAB,15/01/2020,2,10,1.141,1.267,9,2
MSQ,Visine,07/01/2020,2,20,0.663,0.756,7,5
SQGM,BE PLUS 30G,15/01/2020,2,28,1.802,1.934,5,14
NOV 18TH,Visine,15/01/2020,2,13,0.663,0.756,2,5
MABELLA1,BON CREAM 15G,10/01/2020,2,9,0.793,0.887,1,19
MSQ,Amaryl,24/01/2020,2,29,2.007,2.169,7,17
MARS,Zoloft,07/02/2020,2,22,1.749,1.893,8,12
MSQ,Miralax,01/01/2020,2,13,1.921,2.087,7,4
HAIL,AL CREAM 15GM,16/02/2020,2,5,0.913,1.026,3,3
ALKHUWAIR,Zoloft,30/01/2020,2,18,1.749,1.893,6,12
MARS,Sebastian 20GM CREAM,23/01/2020,2,11,1.534,1.638,8,7
MABELLA1,Risperdal,17/01/2020,2,17,0.975,1.07,1,18
W/SALE,NyQuill,06/02/2020,2,9,1.551,1.688,9,10
MABELLA1,AM 10 MG TAB,11/02/2020,2,11,1.141,1.267,1,2
SQGM,Miralax,31/01/2020,2,6,1.921,2.087,5,4
SHELL,Zoloft,05/02/2020,2,1,1.749,1.893,4,12
HAIL,Amaryl,24/01/2020,2,16,2.007,2.169,3,17
NOV 18TH,Amaryl,28/01/2020,2,19,2.007,2.169,2,17
NOV 18TH,Panadol,09/02/2020,2,14,0.21,0.29,2,13
SQGM,Amaryl,10/01/2020,2,28,2.007,2.169,5,17
MSQ,BE PLUS 30G,12/02/2020,2,27,1.802,1.934,7,14
MSQ,Lisinopril,31/01/2020,2,16,1.107,1.206,7,11
MARS,Sebastian 20GM CREAM,06/01/2020,2,25,1.534,1.638,8,7
MSQ,Amaryl,18/01/2020,2,19,2.007,2.169,7,17
NOV 18TH,AL CREAM 15GM,02/02/2020,2,20,0.913,1.026,2,3
NOV 18TH,Visine,07/01/2020,2,13,0.663,0.756,2,5
MABELLA1,AL CREAM 15GM,13/01/2020,2,9,0.913,1.026,1,3
MARS,Advil,02/01/2020,2,8,0.497,0.582,8,6
NOV 18TH,Emend,15/02/2020,2,19,0.342,0.42,2,9
ALKHUWAIR,Sebastian 20GM CREAM,05/02/2020,2,26,1.534,1.638,6,7
MARS,BE PLUS 30G,03/01/2020,2,15,1.802,1.934,8,14
MARS,AM 10 MG TAB,22/01/2020,2,29,1.141,1.267,8,2
SHELL,A 5 MG TAB,02/02/2020,2,5,1.128,1.218,4,1
MABELLA1,AM 10 MG TAB,06/02/2020,2,9,1.141,1.267,1,2
MARS,Magne B6,17/01/2020,2,4,1.835,1.98,8,16
ALKHUWAIR,Miralax,16/02/2020,2,21,1.921,2.087,6,4
MARS,Lisinopril,20/01/2020,2,16,1.107,1.206,8,11
MARS,A D  25GM. CREAM,15/01/2020,2,7,1.669,1.808,8,8
HAIL,Panadol,03/02/2020,2,17,0.21,0.29,3,13
MSQ,Panadol,07/02/2020,2,3,0.21,0.29,7,13
HAIL,NyQuill,13/02/2020,2,4,1.551,1.688,3,10
MABELLA1,BE PLUS 30G,21/01/2020,2,15,1.802,1.934,1,14
SQGM,A D  25GM. CREAM,10/01/2020,2,19,1.669,1.808,5,8
ALKHUWAIR,Amaryl,04/02/2020,2,2,2.007,2.169,6,17
HAIL,BON CREAM 15G,07/02/2020,2,19,0.793,0.887,3,19
MSQ,Lisinopril,04/02/2020,2,18,1.107,1.206,7,11
SHELL,Sebastian 20GM CREAM,21/01/2020,2,29,1.534,1.638,4,7
SHELL,NyQuill,05/01/2020,2,19,1.551,1.688,4,10
NOV 18TH,Zovirax,06/02/2020,2,21,1.774,1.897,2,15
W/SALE,Lisinopril,25/01/2020,2,18,1.107,1.206,9,11
ALKHUWAIR,Zovirax,16/01/2020,2,11,1.774,1.897,6,15
MARS,A D  25GM. CREAM,10/02/2020,2,11,1.669,1.808,8,8
HAIL,Amaryl,16/01/2020,2,25,2.007,2.169,3,17
SHELL,BON CREAM 15G,11/01/2020,2,13,0.793,0.887,4,19
ALKHUWAIR,AL CREAM 15GM,08/02/2020,1,15,0.913,1.026,6,3
SQGM,Advil,02/01/2020,1,18,0.497,0.582,5,6
SQGM,A 5 MG TAB,13/01/2020,1,13,1.128,1.218,5,1
HAIL,Sebastian 20GM CREAM,06/02/2020,1,29,1.534,1.638,3,7
MSQ,AM 10 MG TAB,11/02/2020,1,18,1.141,1.267,7,2
SHELL,Risperdal,10/01/2020,1,15,0.975,1.07,4,18
MARS,Magne B6,16/02/2020,1,11,1.835,1.98,8,16
W/SALE,BE PLUS 30G,15/02/2020,1,3,1.802,1.934,9,14
MABELLA1,AL CREAM 15GM,05/01/2020,1,19,0.913,1.026,1,3
HAIL,AL CREAM 15GM,20/01/2020,1,7,0.913,1.026,3,3
SHELL,Advil,04/01/2020,1,17,0.497,0.582,4,6
MABELLA1,Amaryl,29/01/2020,1,24,2.007,2.169,1,17
MSQ,Emend,27/01/2020,1,27,0.342,0.42,7,9
MABELLA1,NyQuill,08/02/2020,1,26,1.551,1.688,1,10
MABELLA1,A 5 MG TAB,24/01/2020,1,2,1.128,1.218,1,1
ALKHUWAIR,Risperdal,30/01/2020,1,28,0.975,1.07,6,18
MSQ,Amaryl,15/01/2020,1,19,2.007,2.169,7,17
MSQ,Visine,07/01/2020,1,27,0.663,0.756,7,5
SQGM,AL CREAM 15GM,12/01/2020,1,2,0.913,1.026,5,3
SQGM,Magne B6,02/01/2020,1,14,1.835,1.98,5,16
NOV 18TH,Amaryl,03/01/2020,1,3,2.007,2.169,2,17
SQGM,Panadol,14/01/2020,1,29,0.21,0.29,5,13
MABELLA1,Panadol,26/01/2020,1,22,0.21,0.29,1,13
W/SALE,AM 10 MG TAB,03/01/2020,1,13,1.141,1.267,9,2
SQGM,NyQuill,27/01/2020,1,11,1.551,1.688,5,10
MSQ,NyQuill,03/02/2020,1,2,1.551,1.688,7,10
MARS,NyQuill,30/01/2020,1,18,1.551,1.688,8,10
NOV 18TH,A 5 MG TAB,17/02/2020,1,28,1.128,1.218,2,1
HAIL,Panadol,17/02/2020,1,22,0.21,0.29,3,13
SHELL,Panadol,02/02/2020,1,23,0.21,0.29,4,13
MARS,Advil,15/01/2020,1,18,0.497,0.582,8,6
ALKHUWAIR,Amaryl,01/01/2020,1,4,2.007,2.169,6,17
W/SALE,A D  25GM. CREAM,12/02/2020,1,9,1.669,1.808,9,8
NOV 18TH,NyQuill,22/01/2020,1,1,1.551,1.688,2,10
ALKHUWAIR,Zoloft,15/01/2020,1,4,1.749,1.893,6,12
W/SALE,Emend,29/01/2020,1,7,0.342,0.42,9,9
SQGM,BON CREAM 15G,13/02/2020,1,3,0.793,0.887,5,19
NOV 18TH,Emend,16/02/2020,1,12,0.342,0.42,2,9
MABELLA1,Miralax,09/01/2020,1,26,1.921,2.087,1,4
MABELLA1,BON CREAM 15G,11/01/2020,1,3,0.793,0.887,1,19
SQGM,BON CREAM 15G,07/02/2020,1,13,0.793,0.887,5,19
NOV 18TH,BE PLUS 30G,28/01/2020,1,17,1.802,1.934,2,14
ALKHUWAIR,NyQuill,16/02/2020,1,2,1.551,1.688,6,10
SQGM,AM 10 MG TAB,13/01/2020,1,7,1.141,1.267,5,2
MARS,AL CREAM 15GM,15/01/2020,1,9,0.913,1.026,8,3
NOV 18TH,Zoloft,09/02/2020,1,7,1.749,1.893,2,12
ALKHUWAIR,Amaryl,17/02/2020,1,23,2.007,2.169,6,17
MABELLA1,Advil,16/01/2020,1,29,0.497,0.582,1,6
SQGM,Emend,14/01/2020,1,1,0.342,0.42,5,9
ALKHUWAIR,NyQuill,20/01/2020,1,10,1.551,1.688,6,10
MSQ,BE PLUS 30G,12/01/2020,1,9,1.802,1.934,7,14
MARS,Emend,19/01/2020,1,27,0.342,0.42,8,9
ALKHUWAIR,AM 10 MG TAB,30/01/2020,1,28,1.141,1.267,6,2
W/SALE,NyQuill,10/02/2020,1,6,1.551,1.688,9,10
W/SALE,AL CREAM 15GM,09/02/2020,1,1,0.913,1.026,9,3
HAIL,Sebastian 20GM CREAM,22/01/2020,1,17,1.534,1.638,3,7
HAIL,Advil,22/01/2020,1,24,0.497,0.582,3,6
SQGM,A 5 MG TAB,14/01/2020,1,12,1.128,1.218,5,1
MABELLA1,Miralax,11/01/2020,1,2,1.921,2.087,1,4
NOV 18TH,Amaryl,20/01/2020,1,2,2.007,2.169,2,17
ALKHUWAIR,Amaryl,05/01/2020,1,6,2.007,2.169,6,17
MARS,Advil,12/01/2020,1,4,0.497,0.582,8,6
SQGM,Zoloft,10/02/2020,1,24,1.749,1.893,5,12
NOV 18TH,Amaryl,14/02/2020,1,3,2.007,2.169,2,17
